s:0 val:10.971800
s:256 val:5.228751
s:512 val:4.284473
s:768 val:4.012865
s:1024 val:3.850520
s:1280 val:3.781961
s:1536 val:3.698937
s:1792 val:3.638200
s:2048 val:3.622166
s:2304 val:3.601593
s:2560 val:3.574412
s:2816 val:3.559710
s:3072 val:3.532623
s:3328 val:3.514105
s:3584 val:3.510965
s:3840 val:3.488792
s:4096 val:3.433920
s:4352 val:3.381402
s:4608 val:3.323872
s:4768 val:3.376366
