s:0 val:10.959707
s:128 val:6.081207
s:256 val:5.214463
s:384 val:4.687592
s:512 val:4.308404
s:640 val:4.106645
s:768 val:4.003783
s:896 val:3.923913
s:1024 val:3.873298
s:1152 val:3.827721
s:1280 val:3.781361
s:1408 val:3.751187
s:1536 val:3.717825
s:1664 val:3.702306
s:1792 val:3.677387
s:1920 val:3.651281
s:2048 val:3.642509
s:2176 val:3.618097
s:2304 val:3.605104
s:2432 val:3.599015
